ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-01-17T09:30:00.000000000Z,33,2,7152,193.950000000,193.950000000,193.930000000,193.930000000,10,GOOGL
2025-01-17T09:32:00.000000000Z,33,2,7152,193.910000000,193.910000000,193.820000000,193.890000000,117,GOOGL
2025-01-17T09:33:00.000000000Z,33,2,7152,193.800000000,193.830000000,193.790000000,193.830000000,165,GOOGL
2025-01-17T09:34:00.000000000Z,33,2,7152,193.810000000,193.810000000,193.810000000,193.810000000,5,GOOGL
2025-01-17T09:36:00.000000000Z,33,2,7152,193.890000000,193.950000000,193.890000000,193.950000000,700,GOOGL
2025-01-17T09:38:00.000000000Z,33,2,7152,193.900000000,193.900000000,193.890000000,193.890000000,105,GOOGL
2025-01-17T09:39:00.000000000Z,33,2,7152,193.910000000,193.910000000,193.910000000,193.910000000,115,GOOGL
2025-01-17T09:40:00.000000000Z,33,2,7152,194.050000000,194.100000000,194.050000000,194.090000000,165,GOOGL
2025-01-17T09:41:00.000000000Z,33,2,7152,194.110000000,194.240000000,194.110000000,194.240000000,313,GOOGL
2025-01-17T09:42:00.000000000Z,33,2,7152,194.240000000,194.240000000,194.240000000,194.240000000,249,GOOGL
2025-01-17T09:43:00.000000000Z,33,2,7152,194.280000000,194.290000000,194.280000000,194.290000000,500,GOOGL
2025-01-17T09:44:00.000000000Z,33,2,7152,194.380000000,194.380000000,194.340000000,194.340000000,52,GOOGL
2025-01-17T09:50:00.000000000Z,33,2,7152,194.430000000,194.430000000,194.430000000,194.430000000,2,GOOGL
2025-01-17T09:51:00.000000000Z,33,2,7152,194.340000000,194.340000000,194.320000000,194.320000000,132,GOOGL
2025-01-17T09:54:00.000000000Z,33,2,7152,194.330000000,194.390000000,194.300000000,194.390000000,70,GOOGL
2025-01-17T09:55:00.000000000Z,33,2,7152,194.320000000,194.330000000,194.320000000,194.330000000,10,GOOGL
2025-01-17T09:56:00.000000000Z,33,2,7152,194.330000000,194.330000000,194.320000000,194.320000000,50,GOOGL
2025-01-17T09:57:00.000000000Z,33,2,7152,194.320000000,194.320000000,194.320000000,194.320000000,1,GOOGL
2025-01-17T09:58:00.000000000Z,33,2,7152,194.320000000,194.370000000,194.320000000,194.330000000,105,GOOGL
2025-01-17T09:59:00.000000000Z,33,2,7152,194.330000000,194.360000000,194.330000000,194.360000000,42,GOOGL
2025-01-17T10:01:00.000000000Z,33,2,7152,194.380000000,194.380000000,194.340000000,194.340000000,60,GOOGL
2025-01-17T10:02:00.000000000Z,33,2,7152,194.350000000,194.350000000,194.350000000,194.350000000,1,GOOGL
2025-01-17T10:03:00.000000000Z,33,2,7152,194.320000000,194.320000000,194.080000000,194.080000000,349,GOOGL
2025-01-17T10:05:00.000000000Z,33,2,7152,194.060000000,194.060000000,193.840000000,193.840000000,144,GOOGL
2025-01-17T10:06:00.000000000Z,33,2,7152,193.830000000,193.830000000,193.830000000,193.830000000,3,GOOGL
2025-01-17T10:07:00.000000000Z,33,2,7152,193.820000000,193.820000000,193.820000000,193.820000000,1,GOOGL
2025-01-17T10:09:00.000000000Z,33,2,7152,193.830000000,193.830000000,193.830000000,193.830000000,3,GOOGL
2025-01-17T10:10:00.000000000Z,33,2,7152,193.960000000,193.960000000,193.960000000,193.960000000,100,GOOGL
2025-01-17T10:11:00.000000000Z,33,2,7152,193.970000000,193.970000000,193.970000000,193.970000000,2,GOOGL
2025-01-17T10:13:00.000000000Z,33,2,7152,193.950000000,193.950000000,193.950000000,193.950000000,105,GOOGL
2025-01-17T10:18:00.000000000Z,33,2,7152,194.020000000,194.020000000,194.020000000,194.020000000,47,GOOGL
2025-01-17T10:20:00.000000000Z,33,2,7152,194.100000000,194.100000000,194.100000000,194.100000000,41,GOOGL
2025-01-17T10:21:00.000000000Z,33,2,7152,194.090000000,194.090000000,193.960000000,193.960000000,581,GOOGL
2025-01-17T10:22:00.000000000Z,33,2,7152,194.020000000,194.130000000,194.020000000,194.110000000,1867,GOOGL
2025-01-17T10:23:00.000000000Z,33,2,7152,194.080000000,194.080000000,193.990000000,193.990000000,8,GOOGL
2025-01-17T10:28:00.000000000Z,33,2,7152,193.960000000,193.960000000,193.900000000,193.940000000,308,GOOGL
2025-01-17T10:30:00.000000000Z,33,2,7152,193.940000000,193.940000000,193.820000000,193.820000000,176,GOOGL
2025-01-17T10:34:00.000000000Z,33,2,7152,193.860000000,193.860000000,193.860000000,193.860000000,50,GOOGL
2025-01-17T10:43:00.000000000Z,33,2,7152,193.930000000,193.930000000,193.930000000,193.930000000,20,GOOGL
2025-01-17T10:44:00.000000000Z,33,2,7152,193.900000000,193.900000000,193.900000000,193.900000000,23,GOOGL
2025-01-17T10:46:00.000000000Z,33,2,7152,193.960000000,193.960000000,193.960000000,193.960000000,1,GOOGL
2025-01-17T10:47:00.000000000Z,33,2,7152,193.960000000,194.010000000,193.960000000,194.010000000,33,GOOGL
2025-01-17T10:48:00.000000000Z,33,2,7152,194.050000000,194.050000000,194.050000000,194.050000000,5,GOOGL
2025-01-17T10:50:00.000000000Z,33,2,7152,193.980000000,193.980000000,193.900000000,193.900000000,83,GOOGL
2025-01-17T10:51:00.000000000Z,33,2,7152,193.860000000,193.940000000,193.840000000,193.940000000,122,GOOGL
2025-01-17T10:52:00.000000000Z,33,2,7152,193.890000000,193.900000000,193.880000000,193.880000000,123,GOOGL
