ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-02-06T09:30:00.000000000Z,33,2,7152,330.280000000,330.700000000,330.270000000,330.700000000,375,GOOGL
2026-02-06T09:31:00.000000000Z,33,2,7152,330.690000000,330.900000000,330.520000000,330.900000000,2606,GOOGL
2026-02-06T09:32:00.000000000Z,33,2,7152,330.900000000,330.990000000,330.350000000,330.480000000,1469,GOOGL
2026-02-06T09:33:00.000000000Z,33,2,7152,330.480000000,330.500000000,329.860000000,330.500000000,1604,GOOGL
2026-02-06T09:34:00.000000000Z,33,2,7152,330.500000000,330.600000000,330.440000000,330.600000000,1164,GOOGL
2026-02-06T09:35:00.000000000Z,33,2,7152,330.580000000,330.580000000,330.100000000,330.160000000,997,GOOGL
2026-02-06T09:36:00.000000000Z,33,2,7152,330.280000000,330.280000000,329.770000000,329.770000000,725,GOOGL
2026-02-06T09:37:00.000000000Z,33,2,7152,329.870000000,330.030000000,329.800000000,329.860000000,525,GOOGL
2026-02-06T09:38:00.000000000Z,33,2,7152,329.870000000,330.390000000,329.870000000,330.210000000,641,GOOGL
2026-02-06T09:39:00.000000000Z,33,2,7152,330.340000000,330.340000000,330.230000000,330.230000000,253,GOOGL
2026-02-06T09:40:00.000000000Z,33,2,7152,330.210000000,330.920000000,330.000000000,330.790000000,2497,GOOGL
2026-02-06T09:41:00.000000000Z,33,2,7152,330.790000000,330.820000000,330.680000000,330.680000000,833,GOOGL
2026-02-06T09:42:00.000000000Z,33,2,7152,330.600000000,330.750000000,330.260000000,330.260000000,2304,GOOGL
2026-02-06T09:43:00.000000000Z,33,2,7152,330.270000000,330.450000000,330.200000000,330.410000000,994,GOOGL
2026-02-06T09:44:00.000000000Z,33,2,7152,330.560000000,330.900000000,330.310000000,330.860000000,2222,GOOGL
2026-02-06T09:45:00.000000000Z,33,2,7152,330.850000000,330.850000000,330.390000000,330.520000000,1287,GOOGL
2026-02-06T09:46:00.000000000Z,33,2,7152,330.500000000,330.540000000,330.400000000,330.400000000,1014,GOOGL
2026-02-06T09:47:00.000000000Z,33,2,7152,330.510000000,330.600000000,330.390000000,330.600000000,2340,GOOGL
2026-02-06T09:48:00.000000000Z,33,2,7152,330.810000000,330.900000000,330.380000000,330.520000000,1537,GOOGL
2026-02-06T09:49:00.000000000Z,33,2,7152,330.540000000,330.780000000,330.360000000,330.480000000,2331,GOOGL
2026-02-06T09:50:00.000000000Z,33,2,7152,330.460000000,330.830000000,330.460000000,330.680000000,1051,GOOGL
2026-02-06T09:51:00.000000000Z,33,2,7152,330.610000000,330.850000000,330.390000000,330.790000000,849,GOOGL
2026-02-06T09:52:00.000000000Z,33,2,7152,330.760000000,330.760000000,330.590000000,330.640000000,653,GOOGL
2026-02-06T09:53:00.000000000Z,33,2,7152,330.680000000,330.790000000,330.680000000,330.710000000,2408,GOOGL
2026-02-06T09:54:00.000000000Z,33,2,7152,330.690000000,330.690000000,330.540000000,330.690000000,2098,GOOGL
2026-02-06T09:55:00.000000000Z,33,2,7152,330.500000000,330.510000000,330.400000000,330.440000000,2133,GOOGL
2026-02-06T09:56:00.000000000Z,33,2,7152,330.520000000,330.520000000,330.110000000,330.520000000,576,GOOGL
2026-02-06T09:57:00.000000000Z,33,2,7152,330.440000000,330.440000000,330.240000000,330.350000000,223,GOOGL
2026-02-06T09:58:00.000000000Z,33,2,7152,330.330000000,330.510000000,330.120000000,330.510000000,274,GOOGL
2026-02-06T09:59:00.000000000Z,33,2,7152,330.510000000,330.520000000,330.400000000,330.440000000,180,GOOGL
2026-02-06T10:00:00.000000000Z,33,2,7152,330.440000000,330.440000000,330.400000000,330.400000000,8,GOOGL
2026-02-06T10:01:00.000000000Z,33,2,7152,330.310000000,330.390000000,330.270000000,330.300000000,453,GOOGL
2026-02-06T10:02:00.000000000Z,33,2,7152,330.290000000,330.320000000,330.130000000,330.230000000,421,GOOGL
2026-02-06T10:03:00.000000000Z,33,2,7152,330.290000000,330.290000000,330.110000000,330.110000000,431,GOOGL
2026-02-06T10:04:00.000000000Z,33,2,7152,330.120000000,330.120000000,329.980000000,330.060000000,1216,GOOGL
2026-02-06T10:05:00.000000000Z,33,2,7152,330.040000000,330.040000000,329.700000000,329.870000000,275,GOOGL
2026-02-06T10:06:00.000000000Z,33,2,7152,329.840000000,330.010000000,329.770000000,329.980000000,752,GOOGL
2026-02-06T10:07:00.000000000Z,33,2,7152,329.850000000,329.930000000,329.650000000,329.730000000,476,GOOGL
2026-02-06T10:08:00.000000000Z,33,2,7152,329.610000000,329.610000000,329.500000000,329.500000000,112,GOOGL
2026-02-06T10:09:00.000000000Z,33,2,7152,329.680000000,330.050000000,329.680000000,330.050000000,757,GOOGL
2026-02-06T10:10:00.000000000Z,33,2,7152,330.080000000,330.110000000,330.010000000,330.010000000,149,GOOGL
2026-02-06T10:11:00.000000000Z,33,2,7152,329.910000000,329.910000000,329.680000000,329.680000000,120,GOOGL
2026-02-06T10:12:00.000000000Z,33,2,7152,329.680000000,329.950000000,329.630000000,329.950000000,220,GOOGL
2026-02-06T10:13:00.000000000Z,33,2,7152,329.880000000,329.950000000,329.800000000,329.950000000,126,GOOGL
2026-02-06T10:14:00.000000000Z,33,2,7152,329.710000000,329.870000000,329.670000000,329.670000000,78,GOOGL
2026-02-06T10:15:00.000000000Z,33,2,7152,329.780000000,329.820000000,329.780000000,329.820000000,95,GOOGL
2026-02-06T10:16:00.000000000Z,33,2,7152,329.710000000,329.710000000,329.350000000,329.500000000,728,GOOGL
2026-02-06T10:17:00.000000000Z,33,2,7152,329.450000000,329.680000000,329.360000000,329.680000000,605,GOOGL
2026-02-06T10:18:00.000000000Z,33,2,7152,329.360000000,329.550000000,329.350000000,329.350000000,55,GOOGL
2026-02-06T10:19:00.000000000Z,33,2,7152,329.410000000,329.460000000,329.350000000,329.460000000,173,GOOGL
