ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-10-02T09:31:00.000000000Z,33,2,30,172.080000000,172.080000000,172.080000000,172.080000000,7,AAPL
2023-10-02T09:32:00.000000000Z,33,2,30,172.040000000,172.040000000,172.020000000,172.020000000,227,AAPL
2023-10-02T09:33:00.000000000Z,33,2,30,172.080000000,172.220000000,172.080000000,172.220000000,140,AAPL
2023-10-02T09:34:00.000000000Z,33,2,30,172.200000000,172.200000000,172.140000000,172.140000000,761,AAPL
2023-10-02T09:35:00.000000000Z,33,2,30,172.190000000,172.200000000,172.100000000,172.100000000,209,AAPL
2023-10-02T09:36:00.000000000Z,33,2,30,172.080000000,172.080000000,172.030000000,172.050000000,417,AAPL
2023-10-02T09:37:00.000000000Z,33,2,30,172.050000000,172.050000000,172.040000000,172.050000000,426,AAPL
2023-10-02T09:39:00.000000000Z,33,2,30,172.080000000,172.080000000,172.080000000,172.080000000,4,AAPL
2023-10-02T09:40:00.000000000Z,33,2,30,172.040000000,172.040000000,171.550000000,172.000000000,632,AAPL
2023-10-02T09:41:00.000000000Z,33,2,30,172.010000000,172.010000000,172.010000000,172.010000000,33,AAPL
2023-10-02T09:42:00.000000000Z,33,2,30,172.010000000,172.010000000,172.000000000,172.000000000,230,AAPL
2023-10-02T09:44:00.000000000Z,33,2,30,172.080000000,172.090000000,172.030000000,172.030000000,598,AAPL
2023-10-02T09:45:00.000000000Z,33,2,30,172.070000000,172.070000000,172.000000000,172.010000000,945,AAPL
2023-10-02T09:46:00.000000000Z,33,2,30,172.120000000,172.140000000,172.050000000,172.050000000,314,AAPL
2023-10-02T09:47:00.000000000Z,33,2,30,172.010000000,172.010000000,171.720000000,171.720000000,1092,AAPL
2023-10-02T09:48:00.000000000Z,33,2,30,171.730000000,171.780000000,171.500000000,171.680000000,3025,AAPL
2023-10-02T09:49:00.000000000Z,33,2,30,171.680000000,171.680000000,171.630000000,171.630000000,235,AAPL
2023-10-02T09:50:00.000000000Z,33,2,30,171.620000000,171.700000000,171.370000000,171.700000000,890,AAPL
2023-10-02T09:51:00.000000000Z,33,2,30,171.710000000,171.720000000,171.600000000,171.720000000,1055,AAPL
2023-10-02T09:52:00.000000000Z,33,2,30,171.700000000,171.700000000,171.600000000,171.600000000,331,AAPL
2023-10-02T09:53:00.000000000Z,33,2,30,171.600000000,171.600000000,171.480000000,171.480000000,347,AAPL
2023-10-02T09:54:00.000000000Z,33,2,30,171.550000000,171.550000000,171.510000000,171.510000000,420,AAPL
2023-10-02T09:55:00.000000000Z,33,2,30,171.620000000,171.620000000,171.520000000,171.520000000,840,AAPL
2023-10-02T09:56:00.000000000Z,33,2,30,171.490000000,171.490000000,171.470000000,171.470000000,6,AAPL
2023-10-02T09:57:00.000000000Z,33,2,30,171.380000000,171.440000000,171.370000000,171.440000000,393,AAPL
2023-10-02T09:58:00.000000000Z,33,2,30,171.440000000,171.440000000,171.300000000,171.300000000,197,AAPL
2023-10-02T09:59:00.000000000Z,33,2,30,171.300000000,171.380000000,171.300000000,171.380000000,854,AAPL
2023-10-02T10:00:00.000000000Z,33,2,30,171.380000000,171.380000000,171.350000000,171.350000000,18,AAPL
2023-10-02T10:01:00.000000000Z,33,2,30,171.380000000,171.470000000,171.380000000,171.460000000,549,AAPL
2023-10-02T10:02:00.000000000Z,33,2,30,171.410000000,171.420000000,171.400000000,171.420000000,200,AAPL
2023-10-02T10:03:00.000000000Z,33,2,30,171.420000000,171.500000000,171.360000000,171.370000000,940,AAPL
2023-10-02T10:04:00.000000000Z,33,2,30,171.520000000,171.520000000,171.450000000,171.450000000,297,AAPL
2023-10-02T10:05:00.000000000Z,33,2,30,171.550000000,171.550000000,171.500000000,171.500000000,308,AAPL
2023-10-02T10:06:00.000000000Z,33,2,30,171.640000000,171.660000000,171.600000000,171.660000000,374,AAPL
2023-10-02T10:07:00.000000000Z,33,2,30,171.660000000,171.660000000,171.660000000,171.660000000,3,AAPL
2023-10-02T10:08:00.000000000Z,33,2,30,171.660000000,171.660000000,171.660000000,171.660000000,5,AAPL
2023-10-02T10:09:00.000000000Z,33,2,30,171.610000000,171.650000000,171.490000000,171.490000000,645,AAPL
2023-10-02T10:10:00.000000000Z,33,2,30,171.520000000,171.520000000,171.500000000,171.500000000,10,AAPL
2023-10-02T10:11:00.000000000Z,33,2,30,171.430000000,171.430000000,171.250000000,171.330000000,441,AAPL
2023-10-02T10:12:00.000000000Z,33,2,30,171.270000000,171.270000000,171.030000000,171.040000000,1903,AAPL
2023-10-02T10:13:00.000000000Z,33,2,30,171.110000000,171.110000000,171.110000000,171.110000000,50,AAPL
2023-10-02T10:14:00.000000000Z,33,2,30,171.160000000,171.170000000,171.160000000,171.160000000,51,AAPL
2023-10-02T10:15:00.000000000Z,33,2,30,171.230000000,171.230000000,171.230000000,171.230000000,18,AAPL
2023-10-02T10:16:00.000000000Z,33,2,30,171.320000000,171.500000000,171.300000000,171.480000000,444,AAPL
2023-10-02T10:17:00.000000000Z,33,2,30,171.480000000,171.500000000,171.450000000,171.450000000,52,AAPL
2023-10-02T10:18:00.000000000Z,33,2,30,171.480000000,171.490000000,171.470000000,171.470000000,61,AAPL
2023-10-02T10:19:00.000000000Z,33,2,30,171.500000000,171.610000000,171.500000000,171.610000000,202,AAPL
2023-10-02T10:20:00.000000000Z,33,2,30,171.610000000,171.610000000,171.610000000,171.610000000,141,AAPL
2023-10-02T10:21:00.000000000Z,33,2,30,171.610000000,171.680000000,171.610000000,171.620000000,475,AAPL
2023-10-02T10:22:00.000000000Z,33,2,30,171.670000000,171.670000000,171.670000000,171.670000000,1,AAPL
2023-10-02T10:23:00.000000000Z,33,2,30,171.620000000,171.620000000,171.540000000,171.540000000,729,AAPL
2023-10-02T10:26:00.000000000Z,33,2,30,171.620000000,171.620000000,171.570000000,171.570000000,148,AAPL
2023-10-02T10:27:00.000000000Z,33,2,30,171.640000000,171.640000000,171.580000000,171.590000000,126,AAPL
2023-10-02T10:28:00.000000000Z,33,2,30,171.570000000,171.590000000,171.520000000,171.520000000,1744,AAPL
2023-10-02T10:29:00.000000000Z,33,2,30,171.500000000,171.500000000,171.210000000,171.320000000,438,AAPL
2023-10-02T10:30:00.000000000Z,33,2,30,171.320000000,171.320000000,171.240000000,171.240000000,215,AAPL
2023-10-02T10:31:00.000000000Z,33,2,30,171.390000000,171.390000000,171.390000000,171.390000000,20,AAPL
