ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-01-18T09:30:00.000000000Z,33,2,29,136.150000000,136.170000000,136.130000000,136.150000000,598,AAPL
2023-01-18T09:31:00.000000000Z,33,2,29,136.150000000,136.170000000,136.130000000,136.170000000,330,AAPL
2023-01-18T09:32:00.000000000Z,33,2,29,136.150000000,136.150000000,136.150000000,136.150000000,5,AAPL
2023-01-18T09:33:00.000000000Z,33,2,29,136.150000000,136.150000000,136.150000000,136.150000000,166,AAPL
2023-01-18T09:34:00.000000000Z,33,2,29,136.170000000,136.170000000,136.150000000,136.150000000,58,AAPL
2023-01-18T09:35:00.000000000Z,33,2,29,136.170000000,136.170000000,136.090000000,136.090000000,274,AAPL
2023-01-18T09:38:00.000000000Z,33,2,29,136.120000000,136.120000000,136.120000000,136.120000000,10,AAPL
2023-01-18T09:39:00.000000000Z,33,2,29,136.120000000,136.120000000,136.120000000,136.120000000,5,AAPL
2023-01-18T09:40:00.000000000Z,33,2,29,136.120000000,136.130000000,136.120000000,136.130000000,44,AAPL
2023-01-18T09:41:00.000000000Z,33,2,29,136.170000000,136.170000000,136.170000000,136.170000000,28,AAPL
2023-01-18T09:42:00.000000000Z,33,2,29,136.170000000,136.170000000,136.160000000,136.170000000,41,AAPL
2023-01-18T09:43:00.000000000Z,33,2,29,136.170000000,136.170000000,136.130000000,136.130000000,26,AAPL
2023-01-18T09:44:00.000000000Z,33,2,29,136.140000000,136.170000000,136.130000000,136.130000000,250,AAPL
2023-01-18T09:45:00.000000000Z,33,2,29,136.130000000,136.130000000,136.110000000,136.120000000,428,AAPL
2023-01-18T09:46:00.000000000Z,33,2,29,136.120000000,136.130000000,136.070000000,136.130000000,461,AAPL
2023-01-18T09:48:00.000000000Z,33,2,29,136.110000000,136.110000000,136.100000000,136.100000000,140,AAPL
2023-01-18T09:49:00.000000000Z,33,2,29,136.140000000,136.160000000,136.140000000,136.160000000,103,AAPL
2023-01-18T09:50:00.000000000Z,33,2,29,136.160000000,136.170000000,136.160000000,136.170000000,4,AAPL
2023-01-18T09:51:00.000000000Z,33,2,29,136.190000000,136.190000000,136.170000000,136.180000000,9,AAPL
2023-01-18T09:52:00.000000000Z,33,2,29,136.200000000,136.230000000,136.200000000,136.230000000,604,AAPL
2023-01-18T09:54:00.000000000Z,33,2,29,136.230000000,136.230000000,136.210000000,136.210000000,2,AAPL
2023-01-18T09:55:00.000000000Z,33,2,29,136.210000000,136.210000000,136.170000000,136.170000000,543,AAPL
2023-01-18T09:57:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,50,AAPL
2023-01-18T09:59:00.000000000Z,33,2,29,136.230000000,136.230000000,136.230000000,136.230000000,5,AAPL
2023-01-18T10:00:00.000000000Z,33,2,29,136.200000000,136.200000000,136.170000000,136.180000000,998,AAPL
2023-01-18T10:01:00.000000000Z,33,2,29,136.200000000,136.200000000,136.200000000,136.200000000,45,AAPL
2023-01-18T10:02:00.000000000Z,33,2,29,136.190000000,136.190000000,136.190000000,136.190000000,5,AAPL
2023-01-18T10:03:00.000000000Z,33,2,29,136.190000000,136.210000000,136.170000000,136.190000000,209,AAPL
2023-01-18T10:04:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,110,AAPL
2023-01-18T10:06:00.000000000Z,33,2,29,136.250000000,136.250000000,136.210000000,136.210000000,304,AAPL
2023-01-18T10:07:00.000000000Z,33,2,29,136.210000000,136.210000000,136.160000000,136.160000000,373,AAPL
2023-01-18T10:08:00.000000000Z,33,2,29,136.230000000,136.230000000,136.230000000,136.230000000,1,AAPL
2023-01-18T10:09:00.000000000Z,33,2,29,136.240000000,136.240000000,136.190000000,136.240000000,13,AAPL
2023-01-18T10:10:00.000000000Z,33,2,29,136.190000000,136.200000000,136.190000000,136.200000000,84,AAPL
2023-01-18T10:11:00.000000000Z,33,2,29,136.210000000,136.210000000,136.170000000,136.210000000,202,AAPL
2023-01-18T10:12:00.000000000Z,33,2,29,136.210000000,136.210000000,136.160000000,136.160000000,244,AAPL
2023-01-18T10:13:00.000000000Z,33,2,29,136.160000000,136.160000000,136.110000000,136.110000000,568,AAPL
2023-01-18T10:14:00.000000000Z,33,2,29,136.170000000,136.170000000,136.170000000,136.170000000,200,AAPL
2023-01-18T10:15:00.000000000Z,33,2,29,136.130000000,136.130000000,136.130000000,136.130000000,5,AAPL
2023-01-18T10:16:00.000000000Z,33,2,29,136.170000000,136.180000000,136.170000000,136.180000000,346,AAPL
2023-01-18T10:17:00.000000000Z,33,2,29,136.200000000,136.200000000,136.190000000,136.200000000,19,AAPL
2023-01-18T10:19:00.000000000Z,33,2,29,136.200000000,136.200000000,136.120000000,136.190000000,185,AAPL
2023-01-18T10:20:00.000000000Z,33,2,29,136.190000000,136.190000000,136.190000000,136.190000000,2,AAPL
2023-01-18T10:21:00.000000000Z,33,2,29,136.190000000,136.190000000,136.180000000,136.180000000,13,AAPL
2023-01-18T10:22:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,6,AAPL
2023-01-18T10:23:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,94,AAPL
2023-01-18T10:24:00.000000000Z,33,2,29,136.200000000,136.200000000,136.200000000,136.200000000,1,AAPL
2023-01-18T10:25:00.000000000Z,33,2,29,136.200000000,136.200000000,136.200000000,136.200000000,5,AAPL
2023-01-18T10:26:00.000000000Z,33,2,29,136.200000000,136.200000000,136.190000000,136.190000000,6,AAPL
2023-01-18T10:27:00.000000000Z,33,2,29,136.180000000,136.180000000,136.060000000,136.060000000,716,AAPL
2023-01-18T10:31:00.000000000Z,33,2,29,136.130000000,136.130000000,136.070000000,136.070000000,305,AAPL
2023-01-18T10:32:00.000000000Z,33,2,29,136.070000000,136.070000000,136.010000000,136.060000000,588,AAPL
2023-01-18T10:33:00.000000000Z,33,2,29,136.060000000,136.060000000,136.000000000,136.000000000,233,AAPL
2023-01-18T10:34:00.000000000Z,33,2,29,136.070000000,136.070000000,136.070000000,136.070000000,36,AAPL
2023-01-18T10:35:00.000000000Z,33,2,29,136.070000000,136.070000000,136.020000000,136.020000000,241,AAPL
2023-01-18T10:37:00.000000000Z,33,2,29,136.090000000,136.090000000,136.090000000,136.090000000,3,AAPL
2023-01-18T10:38:00.000000000Z,33,2,29,136.030000000,136.120000000,136.030000000,136.120000000,525,AAPL
2023-01-18T10:39:00.000000000Z,33,2,29,136.120000000,136.120000000,136.120000000,136.120000000,1,AAPL
2023-01-18T10:40:00.000000000Z,33,2,29,136.150000000,136.190000000,136.150000000,136.180000000,281,AAPL
2023-01-18T10:41:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,1,AAPL
2023-01-18T10:42:00.000000000Z,33,2,29,136.180000000,136.180000000,136.180000000,136.180000000,4,AAPL
2023-01-18T10:43:00.000000000Z,33,2,29,136.180000000,136.200000000,136.180000000,136.200000000,36,AAPL
2023-01-18T10:44:00.000000000Z,33,2,29,136.200000000,136.200000000,136.200000000,136.200000000,10,AAPL
2023-01-18T10:45:00.000000000Z,33,2,29,136.230000000,136.250000000,136.230000000,136.250000000,105,AAPL
